subscription_id,customer_id,month,monthly_fee
S-1119-202412,1119,2024-12,500
S-1119-202501,1119,2025-01,500
S-1119-202502,1119,2025-02,500
S-1119-202503,1119,2025-03,500
S-1120-202408,1120,2024-08,500
S-1120-202409,1120,2024-09,500
S-1120-202410,1120,2024-10,500
S-1120-202411,1120,2024-11,500
S-1120-202412,1120,2024-12,500
S-1120-202501,1120,2025-01,500
S-1120-202502,1120,2025-02,500
S-1125-202408,1125,2024-08,500
S-1125-202409,1125,2024-09,500
S-1125-202410,1125,2024-10,500
S-1125-202411,1125,2024-11,500
S-1125-202412,1125,2024-12,500
S-1132-202411,1132,2024-11,50
S-1132-202412,1132,2024-12,50
S-1132-202501,1132,2025-01,50
S-1132-202502,1132,2025-02,50
S-1132-202503,1132,2025-03,50
S-1132-202504,1132,2025-04,50
S-1137-202401,1137,2024-01,50
S-1143-202404,1143,2024-04,200
S-1143-202405,1143,2024-05,200
S-1143-202406,1143,2024-06,200
S-1143-202407,1143,2024-07,200
S-1143-202408,1143,2024-08,200
S-1143-202409,1143,2024-09,200
S-1143-202410,1143,2024-10,200
S-1143-202411,1143,2024-11,200
S-1143-202412,1143,2024-12,200
S-1143-202501,1143,2025-01,200
S-1151-202407,1151,2024-07,500
S-1151-202408,1151,2024-08,500
S-1151-202409,1151,2024-09,500
S-1151-202410,1151,2024-10,500
S-1151-202411,1151,2024-11,500
S-1151-202412,1151,2024-12,500
S-1151-202501,1151,2025-01,500
S-1151-202502,1151,2025-02,500
S-1151-202503,1151,2025-03,500
S-1151-202504,1151,2025-04,500
S-1154-202506,1154,2025-06,50
S-1167-202401,1167,2024-01,500
S-1167-202402,1167,2024-02,500
S-1167-202403,1167,2024-03,500
S-1167-202404,1167,2024-04,500
S-1167-202405,1167,2024-05,500
S-1167-202406,1167,2024-06,500
S-1167-202407,1167,2024-07,500
S-1167-202408,1167,2024-08,500
S-1167-202409,1167,2024-09,500
S-1167-202410,1167,2024-10,500
S-1167-202411,1167,2024-11,500
S-1167-202412,1167,2024-12,500
S-1167-202501,1167,2025-01,500
S-1175-202407,1175,2024-07,500
S-1175-202408,1175,2024-08,500
S-1178-202501,1178,2025-01,50
S-1178-202502,1178,2025-02,50
S-1181-202401,1181,2024-01,50
S-1181-202402,1181,2024-02,50
S-1181-202403,1181,2024-03,50
S-1181-202404,1181,2024-04,50
S-1181-202405,1181,2024-05,50
S-1185-202412,1185,2024-12,200
S-1185-202501,1185,2025-01,200
S-1185-202502,1185,2025-02,200
S-1185-202503,1185,2025-03,200
S-1185-202504,1185,2025-04,200
S-1185-202505,1185,2025-05,200
S-1185-202506,1185,2025-06,200
S-1188-202407,1188,2024-07,200
S-1188-202408,1188,2024-08,200
S-1188-202409,1188,2024-09,200
S-1193-202401,1193,2024-01,200
S-1193-202402,1193,2024-02,200
S-1193-202403,1193,2024-03,200
S-1193-202404,1193,2024-04,200
S-1193-202405,1193,2024-05,200
S-1193-202406,1193,2024-06,200
S-1193-202407,1193,2024-07,200
S-1193-202408,1193,2024-08,200
S-1193-202409,1193,2024-09,200
S-1193-202410,1193,2024-10,200
S-1193-202411,1193,2024-11,200
S-1193-202412,1193,2024-12,200
S-1193-202501,1193,2025-01,200
S-1193-202502,1193,2025-02,200
S-1193-202503,1193,2025-03,200
S-1197-202503,1197,2025-03,50
S-1197-202504,1197,2025-04,50
S-1197-202505,1197,2025-05,50
S-1197-202506,1197,2025-06,50
S-1200-202403,1200,2024-03,200
S-1200-202404,1200,2024-04,200
S-1200-202405,1200,2024-05,200
S-1200-202406,1200,2024-06,200
S-1200-202407,1200,2024-07,200
S-1200-202408,1200,2024-08,200
S-1200-202409,1200,2024-09,200
S-1200-202410,1200,2024-10,200
S-1200-202411,1200,2024-11,200
S-1200-202412,1200,2024-12,200
S-1200-202501,1200,2025-01,200
S-1200-202502,1200,2025-02,200
S-1200-202503,1200,2025-03,200
S-1200-202504,1200,2025-04,200
S-1200-202505,1200,2025-05,200
S-1210-202408,1210,2024-08,500
S-1210-202409,1210,2024-09,500
S-1210-202410,1210,2024-10,500
S-1210-202411,1210,2024-11,500
S-1210-202412,1210,2024-12,500
S-1210-202501,1210,2025-01,500
S-1210-202502,1210,2025-02,500
S-1214-202403,1214,2024-03,500
S-1214-202404,1214,2024-04,500
S-1214-202405,1214,2024-05,500
S-1214-202406,1214,2024-06,500
S-1214-202407,1214,2024-07,500
S-1214-202408,1214,2024-08,500
S-1214-202409,1214,2024-09,500
S-1214-202410,1214,2024-10,500
S-1214-202411,1214,2024-11,500
S-1220-202403,1220,2024-03,50
S-1220-202404,1220,2024-04,50
S-1220-202405,1220,2024-05,50
S-1220-202406,1220,2024-06,50
S-1220-202407,1220,2024-07,50
S-1220-202408,1220,2024-08,50
S-1220-202409,1220,2024-09,50
S-1220-202410,1220,2024-10,50
S-1222-202402,1222,2024-02,200
S-1222-202403,1222,2024-03,200
S-1222-202404,1222,2024-04,200
S-1222-202405,1222,2024-05,200
S-1222-202406,1222,2024-06,200
S-1222-202407,1222,2024-07,200
S-1222-202408,1222,2024-08,200
S-1222-202409,1222,2024-09,200
S-1222-202410,1222,2024-10,200
S-1222-202411,1222,2024-11,200
S-1222-202412,1222,2024-12,200
S-1222-202501,1222,2025-01,200
S-1222-202502,1222,2025-02,200
S-1222-202503,1222,2025-03,200
S-1223-202502,1223,2025-02,500
S-1223-202503,1223,2025-03,500
S-1223-202504,1223,2025-04,500
S-1225-202506,1225,2025-06,500
S-1226-202410,1226,2024-10,50
S-1226-202411,1226,2024-11,50
S-1226-202412,1226,2024-12,50
S-1226-202501,1226,2025-01,50
S-1226-202502,1226,2025-02,50
S-1226-202503,1226,2025-03,50
S-1229-202501,1229,2025-01,500
S-1229-202502,1229,2025-02,500
S-1229-202503,1229,2025-03,500
S-1229-202504,1229,2025-04,500
S-1234-202410,1234,2024-10,50
S-1234-202411,1234,2024-11,50
S-1234-202412,1234,2024-12,50
S-1234-202501,1234,2025-01,50
S-1234-202502,1234,2025-02,50
S-1235-202502,1235,2025-02,500
S-1235-202503,1235,2025-03,500
S-1239-202405,1239,2024-05,200
S-1239-202406,1239,2024-06,200
S-1239-202407,1239,2024-07,200
S-1239-202408,1239,2024-08,200
S-1239-202409,1239,2024-09,200
S-1239-202410,1239,2024-10,200
S-1239-202411,1239,2024-11,200
S-1239-202412,1239,2024-12,200
S-1239-202501,1239,2025-01,200
S-1239-202502,1239,2025-02,200
S-1239-202503,1239,2025-03,200
S-1239-202504,1239,2025-04,200
S-1239-202505,1239,2025-05,200
S-1241-202409,1241,2024-09,200
S-1241-202410,1241,2024-10,200
S-1241-202411,1241,2024-11,200
S-1241-202412,1241,2024-12,200
S-1241-202501,1241,2025-01,200
S-1241-202502,1241,2025-02,200
S-1241-202503,1241,2025-03,200
S-1242-202503,1242,2025-03,50
S-1242-202504,1242,2025-04,50
S-1242-202505,1242,2025-05,50
S-1242-202506,1242,2025-06,50
S-1247-202405,1247,2024-05,200
S-1247-202406,1247,2024-06,200
S-1247-202407,1247,2024-07,200
S-1257-202403,1257,2024-03,500
S-1257-202404,1257,2024-04,500
S-1257-202405,1257,2024-05,500
S-1263-202501,1263,2025-01,50
S-1263-202502,1263,2025-02,50
S-1263-202503,1263,2025-03,50
S-1263-202504,1263,2025-04,50
S-1263-202505,1263,2025-05,50
S-1263-202506,1263,2025-06,50
S-1265-202403,1265,2024-03,50
S-1265-202404,1265,2024-04,50
S-1265-202405,1265,2024-05,50
S-1265-202406,1265,2024-06,50
S-1268-202405,1268,2024-05,500
S-1268-202406,1268,2024-06,500
S-1268-202407,1268,2024-07,500
S-1268-202408,1268,2024-08,500
S-1268-202409,1268,2024-09,500
S-1268-202410,1268,2024-10,500
S-1268-202411,1268,2024-11,500
S-1268-202412,1268,2024-12,500
S-1268-202501,1268,2025-01,500
S-1268-202502,1268,2025-02,500
S-1268-202503,1268,2025-03,500
S-1268-202504,1268,2025-04,500
S-1268-202505,1268,2025-05,500
S-1273-202410,1273,2024-10,200
S-1273-202411,1273,2024-11,200
S-1273-202412,1273,2024-12,200
S-1273-202501,1273,2025-01,200
S-1273-202502,1273,2025-02,200
S-1273-202503,1273,2025-03,200
S-1273-202504,1273,2025-04,200
S-1276-202502,1276,2025-02,200
S-1276-202503,1276,2025-03,200
S-1277-202506,1277,2025-06,500
S-1278-202504,1278,2025-04,500
S-1278-202505,1278,2025-05,500
S-1282-202403,1282,2024-03,200
S-1282-202404,1282,2024-04,200
S-1282-202405,1282,2024-05,200
S-1282-202406,1282,2024-06,200
S-1282-202407,1282,2024-07,200
S-1282-202408,1282,2024-08,200
S-1282-202409,1282,2024-09,200
S-1282-202410,1282,2024-10,200
S-1282-202411,1282,2024-11,200
S-1282-202412,1282,2024-12,200
S-1282-202501,1282,2025-01,200
S-1282-202502,1282,2025-02,200
S-1282-202503,1282,2025-03,200
S-1282-202504,1282,2025-04,200
S-1282-202505,1282,2025-05,200
S-1282-202506,1282,2025-06,200
S-1287-202502,1287,2025-02,50
S-1287-202503,1287,2025-03,50
S-1287-202504,1287,2025-04,50
S-1291-202407,1291,2024-07,50
S-1291-202408,1291,2024-08,50
S-1292-202404,1292,2024-04,50
S-1292-202405,1292,2024-05,50
S-1292-202406,1292,2024-06,50
S-1292-202407,1292,2024-07,50
S-1294-202403,1294,2024-03,500
S-1294-202404,1294,2024-04,500
S-1294-202405,1294,2024-05,500
S-1294-202406,1294,2024-06,500
S-1294-202407,1294,2024-07,500
S-1294-202408,1294,2024-08,500
S-1294-202409,1294,2024-09,500
S-1294-202410,1294,2024-10,500
S-1294-202411,1294,2024-11,500
S-1294-202412,1294,2024-12,500
S-1294-202501,1294,2025-01,500
S-1294-202502,1294,2025-02,500
S-1294-202503,1294,2025-03,500
S-1294-202504,1294,2025-04,500
S-1294-202505,1294,2025-05,500
S-1308-202405,1308,2024-05,50
S-1308-202406,1308,2024-06,50
S-1308-202407,1308,2024-07,50
S-1308-202408,1308,2024-08,50
S-1308-202409,1308,2024-09,50
S-1308-202410,1308,2024-10,50
S-1308-202411,1308,2024-11,50
S-1308-202412,1308,2024-12,50
S-1308-202501,1308,2025-01,50
S-1308-202502,1308,2025-02,50
S-1308-202503,1308,2025-03,50
S-1309-202408,1309,2024-08,50
S-1309-202409,1309,2024-09,50
S-1309-202410,1309,2024-10,50
S-1312-202411,1312,2024-11,50
S-1312-202412,1312,2024-12,50
S-1312-202501,1312,2025-01,50
S-1312-202502,1312,2025-02,50
S-1313-202402,1313,2024-02,500
S-1313-202403,1313,2024-03,500
S-1313-202404,1313,2024-04,500
S-1313-202405,1313,2024-05,500
S-1313-202406,1313,2024-06,500
S-1313-202407,1313,2024-07,500
S-1313-202408,1313,2024-08,500
S-1313-202409,1313,2024-09,500
S-1313-202410,1313,2024-10,500
S-1313-202411,1313,2024-11,500
S-1313-202412,1313,2024-12,500
S-1313-202501,1313,2025-01,500
S-1313-202502,1313,2025-02,500
S-1332-202501,1332,2025-01,200
S-1332-202502,1332,2025-02,200
S-1332-202503,1332,2025-03,200
S-1337-202408,1337,2024-08,50
S-1337-202409,1337,2024-09,50
S-1337-202410,1337,2024-10,50
S-1337-202411,1337,2024-11,50
S-1346-202403,1346,2024-03,200
S-1346-202404,1346,2024-04,200
S-1346-202405,1346,2024-05,200
S-1346-202406,1346,2024-06,200
S-1347-202411,1347,2024-11,50
S-1347-202412,1347,2024-12,50
S-1347-202501,1347,2025-01,50
S-1347-202502,1347,2025-02,50
S-1347-202503,1347,2025-03,50
S-1347-202504,1347,2025-04,50
S-1352-202402,1352,2024-02,500
S-1352-202403,1352,2024-03,500
S-1352-202404,1352,2024-04,500
S-1352-202405,1352,2024-05,500
S-1352-202406,1352,2024-06,500
S-1352-202407,1352,2024-07,500
S-1352-202408,1352,2024-08,500
S-1352-202409,1352,2024-09,500
S-1352-202410,1352,2024-10,500
S-1355-202412,1355,2024-12,500
S-1355-202501,1355,2025-01,500
S-1355-202502,1355,2025-02,500
S-1355-202503,1355,2025-03,500
S-1358-202406,1358,2024-06,500
S-1358-202407,1358,2024-07,500
S-1358-202408,1358,2024-08,500
S-1358-202409,1358,2024-09,500
S-1358-202410,1358,2024-10,500
S-1358-202411,1358,2024-11,500
S-1358-202412,1358,2024-12,500
S-1358-202501,1358,2025-01,500
S-1358-202502,1358,2025-02,500
S-1358-202503,1358,2025-03,500
S-1359-202504,1359,2025-04,50
S-1359-202505,1359,2025-05,50
S-1359-202506,1359,2025-06,50
S-1379-202409,1379,2024-09,50
S-1379-202410,1379,2024-10,50
S-1379-202411,1379,2024-11,50
S-1379-202412,1379,2024-12,50
S-1379-202501,1379,2025-01,50
S-1379-202502,1379,2025-02,50
S-1380-202403,1380,2024-03,200
S-1380-202404,1380,2024-04,200
S-1380-202405,1380,2024-05,200
S-1380-202406,1380,2024-06,200
S-1380-202407,1380,2024-07,200
S-1380-202408,1380,2024-08,200
S-1380-202409,1380,2024-09,200
S-1380-202410,1380,2024-10,200
S-1380-202411,1380,2024-11,200
S-1380-202412,1380,2024-12,200
S-1380-202501,1380,2025-01,200
S-1380-202502,1380,2025-02,200
S-1380-202503,1380,2025-03,200
S-1380-202504,1380,2025-04,200
S-1380-202505,1380,2025-05,200
S-1382-202504,1382,2025-04,200
S-1382-202505,1382,2025-05,200
S-1386-202404,1386,2024-04,500
S-1386-202405,1386,2024-05,500
S-1386-202406,1386,2024-06,500
S-1386-202407,1386,2024-07,500
S-1386-202408,1386,2024-08,500
S-1386-202409,1386,2024-09,500
S-1386-202410,1386,2024-10,500
S-1393-202409,1393,2024-09,500
S-1393-202410,1393,2024-10,500
S-1393-202411,1393,2024-11,500
S-1393-202412,1393,2024-12,500
S-1393-202501,1393,2025-01,500
S-1393-202502,1393,2025-02,500
S-1393-202503,1393,2025-03,500
S-1393-202504,1393,2025-04,500
S-1397-202405,1397,2024-05,50
S-1397-202406,1397,2024-06,50
S-1397-202407,1397,2024-07,50
S-1397-202408,1397,2024-08,50
S-1397-202409,1397,2024-09,50
S-1397-202410,1397,2024-10,50
S-1397-202411,1397,2024-11,50
S-1397-202412,1397,2024-12,50
S-1397-202501,1397,2025-01,50
S-1397-202502,1397,2025-02,50
S-1397-202503,1397,2025-03,50
S-1397-202504,1397,2025-04,50
S-1401-202501,1401,2025-01,500
S-1401-202502,1401,2025-02,500
S-1401-202503,1401,2025-03,500
S-1401-202504,1401,2025-04,500
S-1401-202505,1401,2025-05,500
S-1403-202503,1403,2025-03,200
S-1403-202504,1403,2025-04,200
S-1404-202504,1404,2025-04,50
S-1404-202505,1404,2025-05,50
S-1414-202502,1414,2025-02,500
S-1414-202503,1414,2025-03,500
S-1414-202504,1414,2025-04,500
S-1414-202505,1414,2025-05,500
S-1419-202501,1419,2025-01,200
S-1419-202502,1419,2025-02,200
S-1419-202503,1419,2025-03,200
S-1424-202504,1424,2025-04,500
S-1424-202505,1424,2025-05,500
S-1428-202406,1428,2024-06,500
S-1428-202407,1428,2024-07,500
S-1428-202408,1428,2024-08,500
S-1428-202409,1428,2024-09,500
S-1428-202410,1428,2024-10,500
S-1428-202411,1428,2024-11,500
S-1428-202412,1428,2024-12,500
S-1428-202501,1428,2025-01,500
S-1428-202502,1428,2025-02,500
S-1438-202503,1438,2025-03,200
S-1438-202504,1438,2025-04,200
S-1442-202501,1442,2025-01,50
S-1442-202502,1442,2025-02,50
S-1442-202503,1442,2025-03,50
S-1443-202502,1443,2025-02,500
S-1443-202503,1443,2025-03,500
S-1443-202504,1443,2025-04,500
S-1443-202505,1443,2025-05,500
S-1443-202506,1443,2025-06,500
S-1448-202406,1448,2024-06,200
S-1448-202407,1448,2024-07,200
S-1448-202408,1448,2024-08,200
S-1450-202403,1450,2024-03,50
S-1450-202404,1450,2024-04,50
S-1450-202405,1450,2024-05,50
S-1450-202406,1450,2024-06,50
S-1450-202407,1450,2024-07,50
S-1450-202408,1450,2024-08,50
S-1450-202409,1450,2024-09,50
S-1450-202410,1450,2024-10,50
S-1450-202411,1450,2024-11,50
S-1450-202412,1450,2024-12,50
S-1450-202501,1450,2025-01,50
S-1450-202502,1450,2025-02,50
S-1450-202503,1450,2025-03,50
S-1450-202504,1450,2025-04,50
S-1453-202504,1453,2025-04,500
S-1453-202505,1453,2025-05,500
S-1457-202501,1457,2025-01,500
S-1457-202502,1457,2025-02,500
S-1457-202503,1457,2025-03,500
S-1457-202504,1457,2025-04,500
S-1457-202505,1457,2025-05,500
S-1465-202409,1465,2024-09,50
S-1465-202410,1465,2024-10,50
S-1465-202411,1465,2024-11,50
S-1471-202401,1471,2024-01,200
S-1471-202402,1471,2024-02,200
S-1471-202403,1471,2024-03,200
S-1471-202404,1471,2024-04,200
S-1471-202405,1471,2024-05,200
S-1475-202408,1475,2024-08,200
S-1475-202409,1475,2024-09,200
S-1475-202410,1475,2024-10,200
S-1475-202411,1475,2024-11,200
S-1475-202412,1475,2024-12,200
S-1475-202501,1475,2025-01,200
S-1475-202502,1475,2025-02,200
S-1475-202503,1475,2025-03,200
S-1478-202403,1478,2024-03,200
S-1478-202404,1478,2024-04,200
S-1478-202405,1478,2024-05,200
S-1478-202406,1478,2024-06,200
S-1478-202407,1478,2024-07,200
S-1478-202408,1478,2024-08,200
S-1478-202409,1478,2024-09,200
S-1501-202503,1501,2025-03,500
S-1501-202504,1501,2025-04,500
S-1501-202505,1501,2025-05,500
S-1510-202401,1510,2024-01,500
S-1510-202402,1510,2024-02,500
S-1510-202403,1510,2024-03,500
S-1510-202404,1510,2024-04,500
S-1510-202405,1510,2024-05,500
S-1510-202406,1510,2024-06,500
S-1510-202407,1510,2024-07,500
S-1510-202408,1510,2024-08,500
S-1510-202409,1510,2024-09,500
S-1510-202410,1510,2024-10,500
S-1510-202411,1510,2024-11,500
S-1519-202402,1519,2024-02,500
S-1519-202403,1519,2024-03,500
S-1519-202404,1519,2024-04,500
S-1519-202405,1519,2024-05,500
S-1519-202406,1519,2024-06,500
S-1519-202407,1519,2024-07,500
S-1519-202408,1519,2024-08,500
S-1519-202409,1519,2024-09,500
S-1519-202410,1519,2024-10,500
S-1519-202411,1519,2024-11,500
S-1519-202412,1519,2024-12,500
S-1519-202501,1519,2025-01,500
S-1519-202502,1519,2025-02,500
S-1519-202503,1519,2025-03,500
S-1519-202504,1519,2025-04,500
S-1519-202505,1519,2025-05,500
S-1525-202502,1525,2025-02,500
S-1525-202503,1525,2025-03,500
S-1525-202504,1525,2025-04,500
S-1544-202411,1544,2024-11,200
S-1544-202412,1544,2024-12,200
S-1544-202501,1544,2025-01,200
S-1544-202502,1544,2025-02,200
S-1544-202503,1544,2025-03,200
S-1544-202504,1544,2025-04,200
S-1552-202407,1552,2024-07,500
S-1552-202408,1552,2024-08,500
S-1552-202409,1552,2024-09,500
S-1552-202410,1552,2024-10,500
S-1552-202411,1552,2024-11,500
S-1552-202412,1552,2024-12,500
S-1552-202501,1552,2025-01,500
S-1552-202502,1552,2025-02,500
S-1552-202503,1552,2025-03,500
S-1557-202503,1557,2025-03,500
S-1557-202504,1557,2025-04,500
S-1558-202402,1558,2024-02,500
S-1558-202403,1558,2024-03,500
S-1565-202403,1565,2024-03,200
S-1565-202404,1565,2024-04,200
S-1565-202405,1565,2024-05,200
S-1570-202402,1570,2024-02,500
S-1570-202403,1570,2024-03,500
S-1570-202404,1570,2024-04,500
S-1570-202405,1570,2024-05,500
S-1570-202406,1570,2024-06,500
S-1570-202407,1570,2024-07,500
S-1570-202408,1570,2024-08,500
S-1570-202409,1570,2024-09,500
S-1570-202410,1570,2024-10,500
S-1570-202411,1570,2024-11,500
S-1570-202412,1570,2024-12,500
S-1570-202501,1570,2025-01,500
S-1570-202502,1570,2025-02,500
S-1570-202503,1570,2025-03,500
S-1576-202406,1576,2024-06,200
S-1576-202407,1576,2024-07,200
S-1576-202408,1576,2024-08,200
S-1576-202409,1576,2024-09,200
S-1576-202410,1576,2024-10,200
S-1576-202411,1576,2024-11,200
S-1576-202412,1576,2024-12,200
S-1576-202501,1576,2025-01,200
S-1576-202502,1576,2025-02,200
S-1576-202503,1576,2025-03,200
S-1579-202502,1579,2025-02,50
S-1579-202503,1579,2025-03,50
S-1579-202504,1579,2025-04,50
S-1586-202502,1586,2025-02,200
S-1586-202503,1586,2025-03,200
S-1586-202504,1586,2025-04,200
S-1586-202505,1586,2025-05,200
S-1586-202506,1586,2025-06,200
S-1593-202505,1593,2025-05,50
S-1595-202405,1595,2024-05,200
S-1595-202406,1595,2024-06,200
S-1595-202407,1595,2024-07,200
S-1595-202408,1595,2024-08,200
S-1599-202406,1599,2024-06,200
S-1599-202407,1599,2024-07,200
S-1599-202408,1599,2024-08,200
S-1599-202409,1599,2024-09,200
S-1599-202410,1599,2024-10,200
S-1599-202411,1599,2024-11,200
S-1599-202412,1599,2024-12,200
S-1599-202501,1599,2025-01,200
S-1599-202502,1599,2025-02,200
S-1602-202506,1602,2025-06,50
S-1607-202503,1607,2025-03,200
S-1607-202504,1607,2025-04,200
S-1607-202505,1607,2025-05,200
S-1616-202404,1616,2024-04,500
S-1616-202405,1616,2024-05,500
S-1616-202406,1616,2024-06,500
S-1616-202407,1616,2024-07,500
S-1616-202408,1616,2024-08,500
S-1616-202409,1616,2024-09,500
S-1616-202410,1616,2024-10,500
S-1616-202411,1616,2024-11,500
S-1616-202412,1616,2024-12,500
S-1616-202501,1616,2025-01,500
S-1616-202502,1616,2025-02,500
S-1616-202503,1616,2025-03,500
S-1617-202401,1617,2024-01,50
S-1617-202402,1617,2024-02,50
S-1617-202403,1617,2024-03,50
S-1617-202404,1617,2024-04,50
S-1617-202405,1617,2024-05,50
S-1617-202406,1617,2024-06,50
S-1617-202407,1617,2024-07,50
S-1617-202408,1617,2024-08,50
S-1617-202409,1617,2024-09,50
S-1617-202410,1617,2024-10,50
S-1617-202411,1617,2024-11,50
S-1617-202412,1617,2024-12,50
S-1617-202501,1617,2025-01,50
S-1617-202502,1617,2025-02,50
S-1624-202407,1624,2024-07,500
S-1624-202408,1624,2024-08,500
S-1629-202411,1629,2024-11,200
S-1629-202412,1629,2024-12,200
S-1629-202501,1629,2025-01,200
S-1629-202502,1629,2025-02,200
S-1629-202503,1629,2025-03,200
S-1629-202504,1629,2025-04,200
S-1656-202410,1656,2024-10,200
S-1656-202411,1656,2024-11,200
S-1656-202412,1656,2024-12,200
S-1656-202501,1656,2025-01,200
S-1672-202408,1672,2024-08,50
S-1672-202409,1672,2024-09,50
S-1683-202403,1683,2024-03,200
S-1683-202404,1683,2024-04,200
S-1683-202405,1683,2024-05,200
S-1683-202406,1683,2024-06,200
S-1683-202407,1683,2024-07,200
S-1683-202408,1683,2024-08,200
S-1683-202409,1683,2024-09,200
S-1683-202410,1683,2024-10,200
S-1683-202411,1683,2024-11,200
S-1683-202412,1683,2024-12,200
S-1683-202501,1683,2025-01,200
S-1683-202502,1683,2025-02,200
S-1683-202503,1683,2025-03,200
S-1683-202504,1683,2025-04,200
S-1683-202505,1683,2025-05,200
S-1683-202506,1683,2025-06,200
S-1686-202404,1686,2024-04,50
S-1686-202405,1686,2024-05,50
S-1686-202406,1686,2024-06,50
S-1686-202407,1686,2024-07,50
S-1686-202408,1686,2024-08,50
S-1686-202409,1686,2024-09,50
S-1686-202410,1686,2024-10,50
S-1686-202411,1686,2024-11,50
S-1686-202412,1686,2024-12,50
S-1686-202501,1686,2025-01,50
S-1686-202502,1686,2025-02,50
S-1686-202503,1686,2025-03,50
S-1686-202504,1686,2025-04,50
S-1697-202504,1697,2025-04,50
S-1697-202505,1697,2025-05,50
S-1709-202407,1709,2024-07,200
S-1709-202408,1709,2024-08,200
S-1709-202409,1709,2024-09,200
S-1709-202410,1709,2024-10,200
S-1709-202411,1709,2024-11,200
S-1709-202412,1709,2024-12,200
